wikidata_id,name,instance_of,country
Q14692576,Congregational Church of Faribault,church,United States of America
Q8563349,First Congregational Church of Michigan City,church,United States of America
Q8563347,First Congregational Church,church,United States of America
Q8563348,First Congregational Church of LaMoille,building,United States of America
Q14687869,Meetinghouse of the Central Congregational Church,church,United States of America
Q14687251,New Plymouth Congregational Church,church,United States of America
Q14686628,Evergreen Congregational Church and School,church,United States of America
Q5452786,First Congregational Church,church,United States of America
Q8185005,First Congregational Church and Parish House,church,United States of America
Q8184991,Second Congregational Church,church,United States of America
Q14716764,Oak Hill Welsh Congregational Church,church,United States of America
Q15051822,Rock Spring Presbyterian Church,church,United States of America
Q8563361,First Presbyterian Church,church,United States of America
Q14687047,"First Presbyterian Church (Lapwai, Idaho)",church,United States of America
Q8563359,First Presbyterian Church,church,United States of America
Q14687248,Nampa Presbyterian Church,church,United States of America
Q14687283,Post Falls Community United Presbyterian Church,church,United States of America
Q14687042,Emmett Presbyterian Church,church,United States of America
Q14686607,"Central Presbyterian Church (Atlanta, Georgia)",church,United States of America
Q14686757,North Avenue Presbyterian Church,church,United States of America
Q14689971,United Presbyterian Center,church,United States of America
Q14713170,"Salem Presbyterian Church (Salem, Virginia)",church,United States of America
Q14712805,Mayberry Presbyterian Church,church,United States of America
Q14711978,Ashburn Presbyterian Church,church,United States of America
Q14712700,Lexington Presbyterian Church,church,United States of America
Q14686599,Bath Presbyterian Church and Cemetery,church,United States of America
Q8563358,First Presbyterian Church,church,United States of America
Q14686820,Sardis Presbyterian Church and Cemetery,historic district in the United States,United States of America
Q8563731,Flemington Presbyterian Church,church,United States of America
Q14686602,Bryan Neck Presbyterian Church,church,United States of America
Q14686698,Lincolnton Presbyterian Church and Cemetery,church,United States of America
Q14686718,Midway Presbyterian Church and Cemetery,church,United States of America
Q14686939,Washington Presbyterian Church,church,United States of America
Q14686935,Walthourville Presbyterian Church,church,United States of America
Q8563366,First Presbyterian Church,church,United States of America
Q8563364,First Presbyterian Church,church,United States of America
Q8563365,First Presbyterian Church,church,United States of America
Q15269412,Putnamville Presbyterian Church,church,United States of America
Q14688430,Hopewell Presbyterian Church,church,United States of America
Q14691139,Red River Presbyterian Meetinghouse Site and Cemetery,church,United States of America
Q8563367,First Presbyterian Church of Clifton,church,United States of America
Q8563363,First Presbyterian Church,church,United States of America
Q14691121,Presbyterian Manse,clergy house,United States of America
Q14687090,Immanuel Methodist Episcopal Church,church,United States of America
Q14687321,"St. Mary's Catholic Church (Boise, Idaho)",church,United States of America
Q14687326,St. Paul Missionary Baptist Church,church,United States of America
Q14687013,Brady Memorial Chapel,chapel,United States of America
Q14687025,"Church of the Assumption (Pocatello, Idaho)",church,United States of America
Q14687318,"St. Joseph's Catholic Church (Pocatello, Idaho)",church,United States of America
Q14687345,"Trinity Episcopal Church (Pocatello, Idaho)",church,United States of America
Q14687031,Coeur d'Alene Mission of the Sacred Heart,school building,United States of America
Q14687302,Ross Fork Episcopal Church,church,United States of America
Q14687323,"St. Paul's Episcopal Church (Blackfoot, Idaho)",church,United States of America
Q14687039,"Emmanuel Episcopal Church (Hailey, Idaho)",church,United States of America
Q14687347,"Trinity Methodist Church (Idaho Falls, Idaho)",church,United States of America
Q14711828,Monroe Presbyterian Church,church,United States of America
Q14711883,Third Presbyterian Church Parsonage,church,United States of America
Q14712163,Chester Presbyterian Church,church,United States of America
Q14712171,Christiansburg Presbyterian Church,church,United States of America
Q15262041,New Dublin Presbyterian Church,church,United States of America
Q14713097,Presbyterian Church of Fredericksburg,church,United States of America
Q14713351,Timber Ridge Presbyterian Church,church,United States of America
Q14712402,Greenwich Presbyterian Church and Cemetery,church,United States of America
Q14713105,Providence Presbyterian Church,church,United States of America
Q14712507,Hartwood Presbyterian Church,church,United States of America
Q14713031,Opequon Presbyterian Church,church,United States of America
Q14712865,Mitchells Presbyterian Church,church,United States of America
Q14713186,"Second Presbyterian Church (Petersburg, Virginia)",church,United States of America
Q14713026,Olivet Presbyterian Church,church,United States of America
Q14713482,Waddell Memorial Presbyterian Church,church,United States of America
Q14713187,"Second Presbyterian Church (Richmond, Virginia)",church,United States of America
Q5983237,Luis Eduardo Moreno Moreno,human,
Q17021025,St. Charles Borromeo Church,church,United States of America
Q14710397,Central Presbyterian Church,church,United States of America
Q14710098,"Mt. Carmel Presbyterian Church (Covington, Tennessee)",church,United States of America
Q14704483,Second Presbyterian Church,church,United States of America
Q14704284,Des Peres Presbyterian Church,church,United States of America
Q16932826,St. Peter's Episcopal Church,church,United States of America
Q14680642,Our Lady of Solitude Monastery,,United States of America
Q16243005,Saint Thomas Yuma Indian Mission,,United States of America
Q14705008,"Presbyterian Church (Bellevue, Nebraska)",church,United States of America
Q14705035,Zion Presbyterian Church,church,United States of America
Q17021075,St. Francis Lutheran Church,church,United States of America
Q16994896,Harvest Bible Chapel,church,United States of America
Q14681982,"Fourth Church of Christ, Scientist (San Francisco, California)",church,United States of America
Q14687996,"Our Lady of Perpetual Help (Glenview, Illinois)",,United States of America
Q14708391,Swedish Zion Lutheran Church,church,United States of America
Q17053462,Wheelers Primitive Baptist Church,church,United States of America
Q14711545,Grantsville First Ward Meetinghouse,meeting house,United States of America
Q24905972,Equality House,,
Q14713357,Tinkling Spring Presbyterian Church,church,United States of America
Q17017980,"Second Church of Christ, Scientist",church,United States of America
Q16930592,Korean United Church,Christian denomination,
Q14704768,Scandinavian Methodist Church,church,United States of America
Q14706167,Baker Memorial Methodist Episcopal Church,church,United States of America
Q14707879,"Bethesda Presbyterian Church, Session House and Cemetery",church,United States of America
Q14716774,Pataskala Presbyterian Church,church,United States of America
Q14716383,Central College Presbyterian Church,church,United States of America
Q14710195,Spring Creek Presbyterian Church,church,United States of America
Q14710169,Salem Presbyterian Church,church,United States of America
Q14710288,Waynesboro Cumberland Presbyterian Church,church,United States of America
Q14709946,Idlewild Presbyterian Church,church,United States of America
Q14709881,"First Presbyterian Church (Nashville, Tennessee)",church,United States of America
Q17021041,St. Dominic Catholic Church,church,United States of America
Q14712927,Mt. Olive Methodist Episcopal Church,church,United States of America
Q14687050,"First United Methodist Church (Coeur d'Alene, Idaho)",church,United States of America
Q14687330,Sweet Methodist Episcopal Church,church,United States of America
Q14715834,Rowe Street Baptist Church,church,United States of America
Q14716449,Hilliard Methodist Episcopal Church,church,United States of America
Q14716429,Groveport United Methodist Church,church,United States of America
Q16238279,Saint Victor Catholic Church,church,United States of America
Q16238389,St. Ambrose Church,church,United States of America
Q14706269,"First Baptist Church (Brockport, New York)",church,United States of America
Q14687315,St. Charles of the Valley Catholic Church and Rectory,institutional complex,United States of America
Q14705498,First Presbyterian Church,church,United States of America
Q14710392,"Central Christian Church (Dallas, Texas)",church,United States of America
Q16962970,Dry Valley Church and Cemetery,cemetery,United States of America
Q14714830,"Rock Church (Auburn, Wyoming)",church,United States of America
Q14689359,Whittier Friends Meeting House,meeting house,United States of America
Q16993368,First Baptist Church of Los Angeles,church,United States of America
Q14686242,Mount Moriah Baptist Church,church,United States of America
Q16932815,St. Paul's by-the-Sea Episcopal Church,church,United States of America
Q16918176,St. Andrew Svorad Abbey,,
Q16932743,St. Alban's Episcopal Church,church,United States of America
Q15224669,Holy Family Catholic Church (Philadelphia),church,United States of America
Q16980052,St. Louis Church,,United States of America
Q5666275,Alexandra Moreno Piraquive,human,
Q14712957,"New Providence Presbyterian Church (Brownsburg, Virginia)",church,United States of America
Q14709308,United Presbyterian Church of Shedd,church,United States of America
Q14683113,List of cathedrals in California,Wikimedia list article,
Q14686134,List of cathedrals in Florida,Wikimedia list article,
Q14706802,List of cathedrals in New York,Wikimedia list article,
Q16147884,List of cathedrals in Pennsylvania,Wikimedia list article,
Q14710959,List of cathedrals in Texas,Wikimedia list article,
Q14687801,List of cathedrals in Illinois,Wikimedia list article,
Q14716621,List of cathedrals in Ohio,Wikimedia list article,
Q14686413,"St. Nicholas Greek Orthodox Church (Tarpon Springs, Florida)",church,United States of America
Q14716925,Washington Cemetery,cemetery,United States of America
Q16993361,First Baptist Church,church,United States of America
Q15211042,"Co-Cathedral of St. Joseph the Worker (Fagatogo, American Samoa)",cathedral,
Q15043774,Our Lady of Mount Carmel Cathedral (Chalan Kanoa),cathedral,
Q14688795,"Salem Methodist Episcopal Church (Clinton, Indiana)",church,United States of America
Q5992228,Manuel Antonio Virgüez,human,
Q15196964,"Basilica of St. Michael the Archangel (Pensacola, Florida)",church,United States of America
Q14687494,Elmhurst Christian Reformed Church,church,United States of America
Q14711820,Meeting Hall,meeting house,United States of America
Q17025710,Sts. Volodymyr and Olha Ukrainian Catholic Church,church,
Q16980925,First Unitarian Church of Chicago,church,United States of America
Q14712766,Macedonia Methodist Church,church,United States of America
Q16254458,Bethany Baptist Church,church,United States of America
Q14706170,Basilica of the Sacred Heart of Jesus,minor basilica,United States of America
Q16979512,United Laymen Bible Student Tabernacle,community centre,United States of America
Q109316,Ludwig R. Conradi,human,
Q14688357,First Baptist Church,church,United States of America
Q14688551,"Liberty Baptist Church (Evansville, Indiana)",church,United States of America
Q14684372,Chadbourn Spanish Gospel Mission,mission,United States of America
Q15198739,Bethlehem Baptist Church (Los Angeles),church,United States of America
Q16829026,Daylesford Abbey,,United States of America
Q14711505,Echo Church and School,church,United States of America
Q16932900,St. Mark's Episcopal Church,church,United States of America
Q16901494,The Chapel of Sacred Mirrors,church,United States of America
Q14704830,Christ Episcopal Church,church,United States of America
Q14689908,Rial A. Niles House,church,United States of America
Q16984295,Saint Gabriel's Roman Catholic Church,church,United States of America
Q14712021,"Bethel Baptist Church (Midlothian, Virginia)",church,United States of America
Q16899557,"St. Mary's (German) Church, McKeesport",church,United States of America
Q14713529,Wickliffe Church,church,United States of America
Q14712024,Bethel Memorial Church,church,United States of America
Q14713006,"Old Chapel (Millwood, Virginia)",church,United States of America
Q14687373,"Allen Chapel African Methodist Episcopal Church (Lincoln, Illinois)",church,United States of America
Q16900553,"St. Josaphat Ukrainian Catholic Church, Philadelphia",church,United States of America
Q14705878,"St. John's Episcopal Church (Jersey City, New Jersey)",church,United States of America
Q17012895,Omar Chapel,church,United States of America
Q16900554,St. Josaphat Roman Catholic Church in Philadelphia,church,United States of America
Q11808882,"St. John Cantius Roman Catholic Church, Philadelphia",parish,United States of America
Q14712115,Butterwood Methodist Church and Butterwood Cemetery,church,United States of America
Q14713179,Sappony Church,church,United States of America
Q14712147,Central State Hospital Chapel,chapel,United States of America
Q16256649,Former Cathedral Church of Christ the King,church,United States of America
Q14713439,Vauter's Church,church,United States of America
Q14712363,Glebe House of St. Anne's Parish,church,United States of America
Q14713248,"St. Matthew's Church (Champlain, Virginia)",church,United States of America
Q14713208,Silverbook Methodist Church,church,United States of America
Q14713246,"St. Mary's Church (Fairfax Station, Virginia)",church,United States of America
Q14716115,"Grace Episcopal Church (Mount Clemens, Michigan)",church,United States of America
Q14713185,Seay's Chapel Methodist Church,church,United States of America
Q14713022,"Old Stone Church (White Hall, Virginia)",church,United States of America
Q14713252,St. Thomas Chapel,church,United States of America
Q16994454,Green Acres Baptist Church,church,United States of America
Q17013541,Park Cities Presbyterian Church,church,United States of America
Q14712356,Gibson Memorial Chapel and Martha Bagby Battle House at Blue Ridge School,ensemble of buildings,United States of America
Q16874800,St Timothy's Episcopal Church (Winston-Salem),church,United States of America
Q14713021,Old Providence Presbyterian Church,church,United States of America
Q14708023,MacPherson Church,church,United States of America
Q14713249,"St. Paul's Episcopal Church (Hanover, Virginia)",church,United States of America
Q14713379,"Trinity Church (Beaverdam, Virginia)",church,United States of America
Q14712326,Fork Church,church,United States of America
Q14713211,Slash Church,church,United States of America
Q15198333,Beltway Park Baptist Church,church,United States of America
Q16900560,St. John the Baptist Church,church,United States of America
Q16154357,Assembly of God Bethlehem Ministry,church,United States of America
Q14712528,Hickory Neck Church,church,United States of America
Q14712803,Mattaponi Church,church,United States of America
Q14713416,"Upper Church, Stratton Major Parish",church,United States of America
Q14712917,Mount Zion Old School Baptist Church,church,United States of America
Q14704789,United Methodist Episcopal Church,church,United States of America
Q14712664,Ketoctin Baptist Church,church,United States of America
Q14715861,"St. Andrew's Episcopal Church (Hanover, Massachusetts)",church,United States of America
Q15264746,"Our Lady of Good Counsel Church (Moorestown, New Jersey)",church,United States of America
Q16258317,Church of the Epiphany,church,United States of America
Q16953646,Brick Presbyterian Church,,United States of America
Q14705279,"St. George's Episcopal Church (Austin, Nevada)",church,United States of America
Q14705100,"First United Methodist Church (Reno, Nevada)",church,United States of America
Q14705278,"St. Augustine's Catholic Church (Austin, Nevada)",church,United States of America
Q14712517,Hebron Lutheran Church,church,United States of America
Q14705129,"Holy Trinity Episcopal Church (Fallon, Nevada)",church,United States of America
Q14712834,"Methodist Tabernacle (Mathews, Virginia)",church,United States of America
Q14713245,"St. James Church (Charlottesville, Virginia)",church,United States of America
Q16274736,"Benedictines of Mary, Queen of Apostles",,
Q14712169,Christ Church,church,United States of America
Q14712753,Lower Church,church,United States of America
Q14712271,Edgemont Church,church,United States of America
Q3584637,St. Vincent de Paul Church (Manhattan),parish church,United States of America
Q14704447,"Mount Zion Church and Cemetery (Hallsville, Missouri)",historic district in the United States,United States of America
Q14713386,"Trinity United Methodist Church (Ellett, Virginia)",church,United States of America
Q14712387,Graysontown Methodist Church,church,United States of America
Q14712027,"Big Spring Baptist Church (Elliston, Virginia)",church,United States of America
Q14712906,Mount Calvary Lutheran Church,church,United States of America
Q14712881,Montgomery Primitive Baptist Church,church,United States of America
Q16958034,Christ Presbyterian Church,church,United States of America
Q14705137,"Immaculate Conception Church (Sparks, Nevada)",church,United States of America
Q14712288,Emmaus Baptist Church,church,United States of America
Q14692007,Hungars Church,church,United States of America
Q14712193,Coan Baptist Church,church,United States of America
Q15179418,All Saints' Episcopal Church (Philadelphia),church,United States of America
Q16903020,Weber Stake Tabernacle,,United States of America
Q15278493,Somerset Christian Church,church,United States of America
Q16900600,"St. Thomas Church (Orange, Virginia)",church,United States of America
Q15238589,Kirkpatrick Chapel,,United States of America
Q15264755,Our Lady of Sorrows Catholic Church,church,United States of America
Q16902938,Wasilla Elementary School,school building,United States of America
Q16900525,"St. Jacob's Church (Napaskiak, Alaska)",church,United States of America
Q15251972,Mauck's Meetinghouse,meeting house,United States of America
Q15216429,Elevation of Holy Cross Church,church,United States of America
Q15222054,Graves Chapel and Cemetery,church,United States of America
Q16900601,St. Nicholas Church,church,United States of America
Q16258341,Sawyer Memorial Universalist Church,church,
Q16983023,Voorhees Chapel,church,United States of America
Q16900602,St. Nicholas Chapel,chapel,United States of America
Q15215797,Eads Community Church,church,United States of America
Q16932772,St. John's German Evangelical Lutheran Church,church,United States of America
Q16900125,Shrine of St. Anthony (Boston),church,
Q15216613,"Emmanuel Episcopal Church (Powhatan, Virginia)",church,United States of America
Q16900562,"St. Luke's Episcopal Church (Fine Creek Mills, Virginia)",church,United States of America
Q15051876,Holy Family Catholic Church Historic District,historic district in the United States,United States of America
Q16900564,St. John the Theologian Church,church,United States of America
Q16900565,"St. Mary of the Assumption Catholic Church, School and Grottoes",historic district in the United States,United States of America
Q15274432,Saint Henry's Evangelical Lutheran Church and Cemetery,institutional complex,United States of America
Q16900604,"St. Nicholas Russian Orthodox Church (Kwethluk, Alaska)",church,United States of America
Q16900605,St. Sergius Chapel,chapel,United States of America
Q16900606,St. Seraphim Chapel,chapel,United States of America
Q16900804,Sts. Constantine and Helen Chapel,chapel,United States of America
Q15256438,Moses Merrill Baptist Camp,summer camp,United States of America
Q17021502,St. Willebrord Catholic Church,,United States of America
Q15265773,Peacemakers International,church,United States of America
Q15204806,Briery Church,church,United States of America
Q16900608,"St. Paul's Episcopal Church (Haymarket, Virginia)",church,United States of America
Q16932775,St. John's Lutheran Church,church,United States of America
Q16993212,Fenton United Methodist Church,church,United States of America
Q15278310,Snowville Christian Church,church,United States of America
Q17036048,Trinity Episcopal Church,church,United States of America
Q15260053,Mount Salem Baptist Meetinghouse,church,United States of America
Q15217872,Flint Hill Baptist Church,church,United States of America
Q15217398,Farnham Church,church,United States of America
Q15229701,Johnsville Meetinghouse,church,United States of America
Q15208214,Cedar Hill Church and Cemeteries,institutional complex,United States of America
Q15198743,Bethlehem Church,church,United States of America
Q15242814,Longs Chapel,chapel,United States of America
Q15207921,Castlerun Historic District,historic district in the United States,United States of America
Q15260153,Mt. Vernon Methodist Church,church,United States of America
Q15209679,Chilhowie Methodist Episcopal Church,church,United States of America
Q16902301,Union Church and Cemetery,church,United States of America
Q15238489,Kimberling Lutheran Cemetery,church,United States of America
Q16895796,New Hope Baptist Church (Newark),church,United States of America
Q15243875,Main Street Methodist Episcopal Church South,church,United States of America
Q17021411,St. Luke's Episcopal Church,,United States of America
Q17014547,Prospect Avenue Baptist Church,church,United States of America
Q16843236,Highland Park Presbyterian Church,church,United States of America
Q15208456,"Central Congregational Church (Providence, Rhode Island)",church,United States of America
Q16843242,Highland Park United Methodist Church,church,United States of America
Q15221786,Goddard Chapel,chapel,United States of America
Q17011569,Mount Calvary Lutheran Church,church,United States of America
Q7592113,St. Vincent de Paul Church in San Francisco,church,United States of America
Q16900449,"St Anne's Episcopal Church (De Pere, Wisconsin)",church,United States of America
Q16836909,First Baptist Church,church,United States of America
Q16826820,Church of Our Lady of Peace,church,United States of America
Q16829601,Diamond Hill Baptist Church,church,United States of America
Q16890377,Citadel Square Baptist Church,,
Q16899907,"Second Presbyterian Church (Charleston, South Carolina)",,
Q16891284,First (Scots) Presbyterian Church,,United States of America
Q17011581,Mount Hollywood Congregational Church,church,United States of America
Q16900612,"St. Vincent de Paul Catholic Church (Newport News, Virginia)",,United States of America
Q16980248,First Denbigh Parish Church Archeological Site,archaeological site,United States of America
Q16837768,Freemason Street Baptist Church,church,United States of America
Q16899444,Roseland Theater,theater,United States of America
Q17019727,Sinking Creek Baptist Church,church,United States of America
Q16836904,First Baptist Church,church,United States of America
Q16891058,Emma Abbott Memorial Chapel,,United States of America
Q16826686,Christ and St. Luke's Church,church,United States of America
Q16900568,"St. John's Protestant Episcopal Church (Charleston, South Carolina)",church,United States of America
Q16836932,First Calvary Baptist Church,church,United States of America
Q16900569,"St. John's African Methodist Episcopal Church (Norfolk, Virginia)",church,United States of America
Q16900570,"St. Mark Methodist Church (Atlanta, Georgia)",church,United States of America
Q16835537,Epworth United Methodist Church,church,United States of America
Q16904572,"Zion Methodist Church (Norfolk, Virginia)",church,United States of America
Q16899024,Queen Street Baptist Church,church,United States of America
Q17019965,Snyder Memorial Methodist Episcopal Church,church,United States of America
Q16891285,First Unitarian Church in Westport,,United States of America
Q17026610,Mount Beasor Primitive Baptist Church,church,United States of America
Q16844471,Holy Trinity Episcopal Church,church,United States of America
Q16900613,"St. Peter's Episcopal Church (Norfolk, Virginia)",church,United States of America
Q16826690,Christ Church,church,United States of America
Q16900929,Sunnyside School-Midway Baptist Church and Midway Cemetery Historic District,church,United States of America
Q16209369,Church of Our Lady of Mt. Carmel,church,United States of America
Q16894939,McDowell Memorial Presbyterian Church,church,United States of America
Q16899609,St. Luke's Episcopal Church (Queens),,United States of America
Q16207238,Mount Calvary Church,,
Q16890116,"Cathedral of St. John the Baptist (Washington, D.C.)",cathedral,United States of America
Q16962966,Patronal Medal,award,
Q16944309,The Faith Center,,United States of America
Q16902345,Universalist Meeting House of Sheshequin,building,United States of America
Q16902954,Washington Street Methodist Church,church,United States of America
Q16901003,Tabb Street Presbyterian Church,church,United States of America
Q16895983,Notchaway Baptist Church and Cemetery,church,United States of America
Q16894140,"Liberty Baptist Church (Grooverville, Georgia)",,United States of America
Q29092814,Upper Lott's Creek Primitive Baptist Church and Cemetery,,
Q16841669,Haven Memorial Methodist Episcopal Church,church,United States of America
Q16892420,Hopeful Baptist Church,church,United States of America
Q16894878,McCanaan Missionary Baptist Church and Cemetery,church,United States of America
Q16995720,Holy Cross Hungarian Roman Catholic Church,church,United States of America
Q16895416,Mother Easter Baptist Church and Parsonage,church,United States of America
Q16827114,Clinton African Methodist Episcopal Zion Church,church,United States of America
Q16900614,St. Thomas African Methodist Episcopal Church,church,United States of America
Q15378757,St. George's Episcopal Church,church,United States of America
Q17052714,The Church on York,church,United States of America
Q16900615,St. Sabbas Russian Orthodox Monastery,church,United States of America
Q16994559,Grooverville Methodist Church,church,United States of America
Q16895329,Monumental Methodist Church,church,United States of America
Q16030345,John Gritenas,human,
Q16901990,"Trinity Episcopal Church (Portsmouth, Virginia)",church,United States of America
Q16932835,St. Sava Serbian Orthodox Cathedral,cathedral,United States of America
Q16847071,Cathedral of the Incarnation,cathedral,United States of America
Q16910742,"Trinity Episcopal Cathedral (Sacramento, California)",cathedral,United States of America
Q16895945,North Parish Church,church,
Q16931513,Cathedral Church of St. Luke,cathedral,United States of America
Q16836944,First Congregational Church of Ovid,church,United States of America
Q16960780,Cathedral Church of St. Paul,cathedral,United States of America
Q16849473,Cathedral of St. James,cathedral,United States of America
Q16825310,Calvary Cathedral,cathedral,United States of America
Q16896261,"Our Lady, Queen of Heaven Church",church,United States of America
Q16839071,Gethsemane Episcopal Cathedral,cathedral,United States of America
Q15616125,Cathedral Church of the Nativity,cathedral,United States of America
Q15615989,Cathedral of St. Paul,cathedral,United States of America
Q15615675,St. Michael's Episcopal Cathedral,cathedral,United States of America
Q17036036,Trinity Episcopal Cathedral,cathedral,United States of America
Q16932156,Cathedral Church of St. Paul,cathedral,United States of America
Q16932766,St. John's Episcopal Church,church,United States of America
Q16826100,Centenary United Methodist Church,church,United States of America
Q16913209,"Trinity Cathedral (Easton, Maryland)",cathedral,United States of America
Q16826695,Christ Church Cathedral,cathedral,United States of America
Q16827703,Confederate Memorial Chapel,church,United States of America
Q16894081,Leigh Street Baptist Church,church,United States of America
Q16901587,Third Street Bethel A.M.E. Church,church,United States of America
Q16891386,Fourth Baptist Church,church,United States of America
Q16900242,Sixth Mount Zion Baptist Church,church,United States of America
Q16901991,"Trinity Methodist Church (Richmond, Virginia)",church,United States of America
Q16909503,"St. Stephen's Episcopal Pro-Cathedral (Wilkes-Barre, Pennsylvania)",church,United States of America
Q16900534,"St. Andrew's Church (Richmond, Virginia)",church,United States of America
Q16956096,Cathedral Church of St. Luke,cathedral,United States of America
Q16900618,"St. Matthew's Cathedral (Laramie, Wyoming)",cathedral,United States of America
Q16850642,Cathedral Church of St. John,cathedral,United States of America
Q16984230,Bethel Presbyterian Church,church,United States of America
Q17011973,National Catholic Diocese in America,,
Q16821526,St. Andrew's Cathedral,cathedral,United States of America
Q17020974,St. Antoninus Church,church,United States of America
Q16891440,Franciscan Center of Tampa,church,United States of America
Q16985010,St. Raymond Maronite Cathedral,cathedral,United States of America
Q17013271,Our Lady of Mt. Lebanon-St. Peter Cathedral,cathedral,United States of America
Q16931620,Our Lady of Lebanon Maronite Cathedral,cathedral,United States of America
Q17021487,St. Vincent de Paul Malankara Catholic Cathedral Parish,cathedral,United States of America
Q16987016,St. Nicholas Cathedral,cathedral,United States of America
Q16256816,Central Christian Church,church,United States of America
Q15731326,Cathedral of the Immaculate Conception,cathedral,United States of America
Q16950553,Mar Thoma Shleeha Cathedral,cathedral,United States of America
Q16903103,Wesley Chapel,chapel,United States of America
Q17033560,Wartburg Presbyterian Church,church,United States of America
Q16961202,Sandals Church,church,United States of America
Q15637893,Leer Lutheran Church,church,United States of America
Q16932840,St. Vladimir's Cathedral,cathedral,United States of America
Q16956106,Cathedral of St. Michael the Archangel,cathedral,United States of America
Q15628425,St. Stephen Cathedral,cathedral,United States of America
Q17013266,Our Lady of Chaldeans Cathedral,cathedral,United States of America
Q17021397,St. Peter Chaldean Catholic Cathedral,cathedral,United States of America
Q16825467,Henry Mansfield Cannon Memorial Chapel,church,United States of America
Q17021092,St. George Cathedral,cathedral,United States of America
Q17011589,Mount Pleasant Lutheran Church,church,United States of America
Q17021222,St. Joseph Cathedral,cathedral,United States of America
Q16890820,East Parish Meeting House,meeting house,United States of America
Q16932879,St. Ann’s Armenian Catholic Cathedral,cathedral,United States of America
Q16902702,Vikur Lutheran Church at Mountain,church,United States of America
Q16899616,"Saint Leonard Catholic Church (Madison, Nebraska)",building,United States of America
Q16900621,"St. Michael's Catholic Church (Cedar Hill, Tennessee)",church,United States of America
Q15635627,St. Joseph Roman Catholic Church,,United States of America
Q15635641,St. Maurus Roman Catholic Church,,United States of America
Q16984968,St. John the Evangelist Roman Catholic Church,,United States of America
Q16932792,St. Mark's Cathedral,cathedral,United States of America
Q15635605,St. Vincent de Paul Catholic Church,,United States of America
Q15694149,St. Andrew's Roman Catholic Church,church,United States of America
Q15694143,St. John's Episcopal Church,church,United States of America
Q16895458,Mount Moriah Baptist Church and Cemetery,church,United States of America
Q16822987,Belmont Methodist-Episcopal Church,church,United States of America
Q16993363,First Baptist Church,church,United States of America
Q15635624,St. Boniface Roman Catholic Church,,United States of America
Q16985002,St. Mary's of the Barrens Catholic Church,,United States of America
Q16258240,Christ Presbyterian Church,church,United States of America
Q16939359,Village Presbyterian Church,church,United States of America
Q16999378,Second Presbyterian Church,church,United States of America
Q16902375,"University Presbyterian Church (Seattle, Washington)",church,United States of America
Q16891299,"First Presbyterian Church (Schenectady, New York)",church,United States of America
Q16987845,Bethel United Methodist Church,,
Q16258229,Christ Covenant Church,church,United States of America
Q17036064,Trinity Presbyterian Church,church,United States of America
Q16982430,Grace Universalist Church,,United States of America
Q15713064,St. Mary's in Tuxedo,,United States of America
Q16825916,Cathedral Church of All Saints,cathedral,United States of America
Q16932820,St. Paul's Episcopal Church,church,United States of America
Q16932645,Cathedral Church of St. Peter,cathedral,United States of America
Q17009034,Luther Memorial Church,church,United States of America
Q16835467,Episcopal Cathedral of St. John the Baptist,cathedral,United States of America
Q16900623,"St. Nicholas Chapel (Ekuk, Alaska)",chapel,United States of America
Q16901940,Transfiguration of Our Lord Chapel,chapel,United States of America
Q5881338,Gloria Stella Díaz,human,
Q16157871,Abram's Delight,building,United States of America
Q16894317,"Long Rock Methodist Episcopal Church, South",church,United States of America
Q16903109,John Wesley Methodist Episcopal Church and Cemetery,church,United States of America
Q16900579,St. John's Episcopal Church,church,United States of America
Q16254488,Bethlehem Progressive Baptist Church,church,
Q15733791,First Baptist Church,church,United States of America
Q16901994,Trinity Church (Nevada City),church,United States of America
Q17021477,St. Mary's in the Mountains Catholic Church,church,United States of America
Q16900094,Shiloh College,,United States of America
Q16891211,Fairfield Presbyterian Church,church,United States of America
Q16258320,Church of the Pilgrims,church,United States of America
Q16891305,"First Presbyterian Church (Bellevue, Washington)",church,United States of America
Q16903253,White Memorial Presbyterian Church,church,United States of America
Q16896154,Old Pine Church,church,United States of America
Q16898628,Pleasant Green Methodist Episcopal Church,church,United States of America
Q17018056,Second Presbyterian Church,,United States of America
Q16898278,Perimeter Church,church,United States of America
Q16895613,Myers Park Presbyterian Church,church,United States of America
Q16890832,Eastern Hills Community Church,church,United States of America
Q16250517,First Presbyterian Church,church,United States of America
Q16891444,"Frank Tillar Memorial Methodist Episcopal Church, South",church,United States of America
Q18351373,Desloge Chapel,church,United States of America
Q16845693,Bradford Center Meetinghouse,meeting house,United States of America
Q16951378,Bethesda Presbyterian Church,church,United States of America
Q16840312,Benjamin Godfrey Memorial Chapel,chapel,United States of America
Q15917376,Old Stone Church Archeological Site,archaeological site,United States of America
Q16958306,Church of Wells,,United States of America
Q16900584,St. John the Baptist Chapel,chapel,United States of America
Q16890881,Eddings Point Community Praise House,church,United States of America
Q16892889,Mary Jenkins Community Praise House,building,United States of America
Q16902310,Union Church of Port Royal,church,United States of America
Q16899652,"Salem Baptist Church (Alton, Illinois)",church,United States of America
Q16891831,Grace Presbyterian Church,church,United States of America
Q16900585,St. Mary of the Assumption Church and School,church,United States of America
Q16900375,South Henderson Church,church,United States of America
Q17014009,Pilgrim Congregational Church,church,United States of America
Q15964605,Old Webster Meeting House,,United States of America
