wikidata_id,name,instance_of,country
Q7428883,Saxton United Methodist Church,church,United States of America
Q7600744,Star Hill AME Church,church,United States of America
Q7786775,Thomas' Methodist Episcopal Chapel,church,United States of America
Q8033338,Woodside Methodist Episcopal Church,church,United States of America
Q14685818,Zion African Methodist Episcopal Church,church,United States of America
Q7812231,Todd's Chapel,church,United States of America
Q4781671,Appoquinimink Friends Meetinghouse,church,United States of America
Q5062287,Centre Meeting and Schoolhouse,church,United States of America
Q5689323,Head of Christiana United Presbyterian Church,church,United States of America
Q5875530,Hockessin Friends Meetinghouse,historic district in the United States,United States of America
Q6773865,Marshallton United Methodist Church,church,United States of America
Q6858278,Mill Creek Friends Meetinghouse,church,United States of America
Q15263771,Old Drawyers Church,church,United States of America
Q7083986,Old First Presbyterian Church,church,United States of America
Q7084025,Old Fort Church,church,United States of America
Q7085054,Old St. Paul's Methodist Episcopal Church,church,United States of America
Q7085353,Old Union Methodist Church,church,United States of America
Q7109083,Ott's Chapel,church,United States of America
Q7303897,Red Clay Creek Presbyterian Church,church,United States of America
Q7588236,St. Georges Presbyterian Church,church,United States of America
Q7588971,St. John the Baptist Roman Catholic Church,church,United States of America
Q7589108,St. Joseph's Church,church,United States of America
Q7589240,St. Joseph's on the Brandywine,historic district in the United States,United States of America
Q7591954,St. Thomas Episcopal Church,church,United States of America
Q7982001,Welsh Tract Baptist Church,church,United States of America
Q7983958,Wesley M.E. Church,church,United States of America
Q7994565,White Clay Creek Presbyterian Church,church,United States of America
Q4729573,All Saints Episcopal Church,church,United States of America
Q4923546,Blackwater Presbyterian Church,church,United States of America
Q5167350,Cool Spring Presbyterian Church,church,United States of America
Q5659475,Harmony Church,church,United States of America
Q14685484,Indian Mission Church,church,United States of America
Q6536132,Lewes Presbyterian Church,church,United States of America
Q7243996,Prince George's Chapel,church,United States of America
Q7588104,"St. George's Chapel, Lewes",church,United States of America
Q7842907,Trinity Methodist Episcopal Church,church,United States of America
Q7987015,West Woods Methodist Episcopal Church,church,United States of America
Q5569462,Glenwood Cemetery Mortuary Chapel,church,United States of America
Q5452461,First Baptist Church of Deanwood,church,United States of America
Q4803758,Asbury United Methodist Church,church,United States of America
Q5158961,Concordia German Evangelical Church and Rectory,church,United States of America
Q5353909,Eldbrooke United Methodist Church,church,United States of America
Q5452262,First African New Church,church,United States of America
Q5458770,Fletcher Chapel,church,United States of America
Q15228533,"Immaculate Conception Church (Washington, D.C.)",church,United States of America
Q6807888,Meeting House of the Friends Meeting of Washington,building,United States of America
Q6824969,Metropolitan African Methodist Episcopal Church,church,United States of America
Q6924806,Mount Zion United Methodist Church,church,United States of America
Q7443057,Second Baptist Church,church,United States of America
Q7784773,Third Baptist Church,church,United States of America
Q6924760,Mount Zion Baptist Church,church,United States of America
Q6911599,Morgan Chapel and Graveyard,church,United States of America
Q5697355,Hedges Chapel,geographical object,United States of America
Q5586638,Gormania Presbyterian Church,church,United States of America
Q7109425,Otterbein Church,construction,United States of America
Q5186285,St. Colman's Roman Catholic Church and Cemetery,cemetery,United States of America
Q7570130,Southern Methodist Church Building,church,United States of America
Q4985689,Buffalo Church,church,United States of America
Q7376170,Ruble Church,building,United States of America
Q7083467,Old Bethany Church,construction,United States of America
Q6206594,Job's Temple,church,United States of America
Q6263582,John Wesley Methodist Church,church,United States of America
Q6930351,Mt. Tabor Baptist Church,church,United States of America
Q7085105,Old Stone Church,church,United States of America
Q7842902,Trinity Memorial Methodist Episcopal Church,church,United States of America
Q4689973,African Zion Baptist Church,church,United States of America
Q5331661,Ebenezer Chapel,geographical object,United States of America
Q5582934,Good Shepherd Church,church,United States of America
Q7589950,St. Mark's Episcopal Church,church,United States of America
Q7587295,St. Bernard Church and Cemetery,cemetery,United States of America
Q5659511,Harmony Grove Meeting House,church,United States of America
Q6708422,Lynch Chapel United Methodist Church,church,United States of America
Q7590379,St. Mary's Orthodox Church,church,United States of America
Q4741770,Ambrose Chapel,cemetery,United States of America
Q14714295,Old Judy Church,church,United States of America
Q7084787,Old Probst Church,church,United States of America
Q14714074,Huntersville Presbyterian Church,church,United States of America
Q5241934,Davis Memorial Presbyterian Church,church,United States of America
Q5566379,Glady Presbyterian Church and Manse,church,United States of America
Q7859837,Tygarts Valley Church,church,United States of America
Q4897844,Bethel AME Church,church,United States of America
Q5452421,First Baptist Church,church,United States of America
Q5453617,First Presbyterian Church,church,United States of America
Q5725029,Henry Logan Memorial AME Church,church,United States of America
Q7588022,St. Francis Xavier Church,church,United States of America
Q7842788,Trinity Episcopal Church Rectory,church,United States of America
Q4985791,Buffalo Mountain Presbyterian Church and Cemetery,church,United States of America
Q5278765,Dinwiddie Presbyterian Church and Cemetery,church,United States of America
Q7989521,Westover Church,church,United States of America
Q5253655,Delevan Baptist Church,church,United States of America
Q8033794,Woolen Mills Chapel,church,United States of America
Q5187344,Crockett's Cove Presbyterian Church,church,United States of America
Q7588715,St. John's Episcopal Church,church,United States of America
Q7588780,St. John's Lutheran Church and Cemetery,church,United States of America
Q8072522,Zion Evangelical Lutheran Church Cemetery,historic district in the United States,United States of America
Q5108856,Christ Episcopal Church,church,United States of America
Q7934186,Virginia City Church,church,United States of America
Q7085108,Old Stone Church,church,United States of America
Q14713251,"St. Peter's Episcopal Church (Oak Grove, Virginia)",church,United States of America
Q4998909,Burke's Garden Central Church and Cemetery,church,United States of America
Q7083526,Old Brick Church,church ruin,United States of America
Q5567426,Glebe Church,church,United States of America
Q6923661,Mount Sinai Baptist Church,church,United States of America
Q7588629,St. John's Church,church,United States of America
Q8040385,Wyoming Southern Baptist Convention,church,United States of America
Q4708498,Alaska Baptist Convention,church,United States of America
Q5773474,Historic Derby Street Chapel,church,United States of America
Q7591102,St. Paul's Episcopal Church,church,United States of America
Q14711404,Wesley Brethren Church,church,United States of America
Q5452648,First Christian Church Parsonage,building,United States of America
Q6924803,Mount Zion United Methodist Church,church,United States of America
Q7085038,Old St. Luke's Episcopal Church,church,United States of America
Q7403410,Salado United Methodist Church,church,United States of America
Q4705964,Alamo Methodist Church,church,United States of America
Q6898323,Monastery of Our Lady of Charity,church,United States of America
Q7250769,Prospect Hill Missionary Baptist Church,church,United States of America
Q8044458,Ximenes Chapel,church,United States of America
Q7591426,St. Peter's Roman Catholic Church,church,United States of America
Q5453271,First Methodist Church,church,United States of America
